lead_id,chuck_id,mensaje_chuck,intencion,pre_precio,lead_clase,lead_clase_id
L00867,CHUCK_09,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,caliente,2
L00868,CHUCK_08,"Entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,tibio,1
L00869,CHUCK_01,"Claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio,1
L00870,CHUCK_05,Vamos a revisar ese inconveniente para resolverlo rapido.,soporte,1,frio,0
L00871,CHUCK_01,"Claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio,1
L00872,CHUCK_02,Fue un gusto ayudarte. Estoy disponible cuando lo necesites.,despedida,0,frio,0
L00873,CHUCK_10,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,0,tibio,1
L00874,CHUCK_08,"En relacion calidad-precio, esta opcion destaca por soporte y resultados.",comparacion,1,caliente,2
L00875,CHUCK_09,Retomo la conversacion para ayudarte con la decision.,seguimiento,0,frio,0
L00876,CHUCK_04,"Gracias por tu tiempo, quedo atento a cualquier consulta.",despedida,0,frio,0
L00877,CHUCK_09,"Si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,tibio,1
L00878,CHUCK_07,Te comparo este plan frente a otras alternativas del mercado.,comparacion,1,tibio,1
L00879,CHUCK_07,Te explico las caracteristicas principales del producto.,consulta_producto,0,frio,0
L00880,CHUCK_01,Te escribo para dar seguimiento a tu interes.,seguimiento,0,tibio,1
L00881,CHUCK_10,Te escribo para dar seguimiento a tu interes.,seguimiento,0,frio,0
L00882,CHUCK_01,"Entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,frio,0
L00883,CHUCK_03,"Si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,tibio,1
L00884,CHUCK_05,"Claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio,1
L00885,CHUCK_04,"Bienvenido, estoy para ayudarte con toda la informacion.",saludo,0,frio,0
L00886,CHUCK_03,"En relacion calidad-precio, esta opcion destaca por soporte y resultados.",comparacion,1,caliente,2
L00887,CHUCK_02,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,1,caliente,2
L00888,CHUCK_02,"Claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio,1
L00889,CHUCK_03,"Claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio,1
L00890,CHUCK_07,Te comparo este plan frente a otras alternativas del mercado.,comparacion,1,caliente,2
L00891,CHUCK_01,"Excelente decision, te ayudo a completar tu compra ahora.",compra,1,caliente,2
L00892,CHUCK_04,"Es normal tener esa inquietud, revisemos alternativas.",objecion,0,tibio,1
L00893,CHUCK_06,"Perfecto, hablamos pronto. Que tengas excelente dia.",despedida,0,frio,0
L00894,CHUCK_08,"Excelente decision, te ayudo a completar tu compra ahora.",compra,0,caliente,2
L00895,CHUCK_09,"Entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,tibio,1
L00896,CHUCK_03,Te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio,1
L00897,CHUCK_03,"En relacion calidad-precio, esta opcion destaca por soporte y resultados.",comparacion,1,tibio,1
L00898,CHUCK_07,"Claro, te comparto el precio actualizado del plan.",consulta_precio,1,caliente,2
L00899,CHUCK_09,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,caliente,2
L00900,CHUCK_09,Podemos resolver esa objecion con una opcion mas flexible.,objecion,0,tibio,1
L00901,CHUCK_08,Quedo atento para continuar cuando te venga bien.,seguimiento,0,tibio,1
L00902,CHUCK_07,"Excelente decision, te ayudo a completar tu compra ahora.",compra,1,caliente,2
L00903,CHUCK_07,"El costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio,1
L00904,CHUCK_02,Fue un gusto ayudarte. Estoy disponible cuando lo necesites.,despedida,1,frio,0
L00905,CHUCK_03,"Si quieres, te envio una tabla comparativa clara.",comparacion,1,tibio,1
L00906,CHUCK_04,"Excelente decision, te ayudo a completar tu compra ahora.",compra,1,caliente,2
L00907,CHUCK_05,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,1,caliente,2
L00908,CHUCK_01,"Hola, un gusto saludarte. En que te asesoro?",saludo,0,frio,0
L00909,CHUCK_07,"Entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,tibio,1
L00910,CHUCK_09,Fue un gusto ayudarte. Estoy disponible cuando lo necesites.,despedida,0,frio,0
L00911,CHUCK_08,Este producto incluye soporte y configuracion inicial.,consulta_producto,1,frio,0
L00912,CHUCK_01,"Claro, te comparto el precio actualizado del plan.",consulta_precio,1,caliente,2
L00913,CHUCK_09,Te escribo para dar seguimiento a tu interes.,seguimiento,0,tibio,1
L00914,CHUCK_02,"Si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,tibio,1
L00915,CHUCK_03,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,0,caliente,2
L00916,CHUCK_03,Te comparto los beneficios para tu caso de uso.,consulta_producto,0,frio,0
L00917,CHUCK_07,Podemos resolver esa objecion con una opcion mas flexible.,objecion,0,tibio,1
L00918,CHUCK_09,Retomo la conversacion para ayudarte con la decision.,seguimiento,1,frio,0
L00919,CHUCK_07,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,0,caliente,2
L00920,CHUCK_01,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,1,caliente,2
L00921,CHUCK_06,"Bienvenido, estoy para ayudarte con toda la informacion.",saludo,0,frio,0
L00922,CHUCK_03,Te explico las caracteristicas principales del producto.,consulta_producto,0,frio,0
L00923,CHUCK_08,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,1,caliente,2
L00924,CHUCK_08,"El costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio,1
L00925,CHUCK_04,Podemos agendar una demo de 20 minutos esta semana.,agendar_demo,0,tibio,1
L00926,CHUCK_02,"Excelente decision, te ayudo a completar tu compra ahora.",compra,1,caliente,2
L00927,CHUCK_02,"El costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,caliente,2
L00928,CHUCK_03,"El costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio,1
L00929,CHUCK_01,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,caliente,2
L00930,CHUCK_03,"Claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio,1
L00931,CHUCK_07,"Si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,tibio,1
L00932,CHUCK_03,"El costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,caliente,2
L00933,CHUCK_05,"En relacion calidad-precio, esta opcion destaca por soporte y resultados.",comparacion,1,tibio,1
L00934,CHUCK_04,"Si quieres, te envio una tabla comparativa clara.",comparacion,1,tibio,1
L00935,CHUCK_01,"Si te parece, coordinamos una demostracion personalizada.",agendar_demo,0,caliente,2
L00936,CHUCK_05,"Hola, un gusto saludarte. En que te asesoro?",saludo,0,frio,0
L00937,CHUCK_04,"Si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,caliente,2
L00938,CHUCK_07,"Si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,caliente,2
L00939,CHUCK_04,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,tibio,1
L00940,CHUCK_04,Te comparto los beneficios para tu caso de uso.,consulta_producto,0,frio,0
L00941,CHUCK_04,"En relacion calidad-precio, esta opcion destaca por soporte y resultados.",comparacion,1,tibio,1
L00942,CHUCK_05,Te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio,1
L00943,CHUCK_07,"Claro, te comparto el precio actualizado del plan.",consulta_precio,1,caliente,2
L00944,CHUCK_09,"Gracias por tu tiempo, quedo atento a cualquier consulta.",despedida,0,frio,0
L00945,CHUCK_08,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,caliente,2
L00946,CHUCK_03,"Si quieres, te envio una tabla comparativa clara.",comparacion,1,tibio,1
L00947,CHUCK_07,Te comparto los beneficios para tu caso de uso.,consulta_producto,0,frio,0
L00948,CHUCK_10,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,caliente,2
L00949,CHUCK_02,Podemos agendar una demo de 20 minutos esta semana.,agendar_demo,0,tibio,1
L00950,CHUCK_10,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,frio,0
L00951,CHUCK_01,"Si te parece, coordinamos una demostracion personalizada.",agendar_demo,0,tibio,1
L00952,CHUCK_06,Podemos agendar una demo de 20 minutos esta semana.,agendar_demo,0,tibio,1
L00953,CHUCK_05,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,tibio,1
L00954,CHUCK_07,"Excelente decision, te ayudo a completar tu compra ahora.",compra,1,caliente,2
L00955,CHUCK_02,Podemos resolver esa objecion con una opcion mas flexible.,objecion,0,frio,0
L00956,CHUCK_10,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,caliente,2
L00957,CHUCK_01,Te explico las caracteristicas principales del producto.,consulta_producto,0,tibio,1
L00958,CHUCK_03,Te explico las caracteristicas principales del producto.,consulta_producto,0,tibio,1
L00959,CHUCK_01,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,0,caliente,2
L00960,CHUCK_04,Vamos a revisar ese inconveniente para resolverlo rapido.,soporte,0,frio,0
L00961,CHUCK_08,Te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio,1
L00962,CHUCK_02,Podemos resolver esa objecion con una opcion mas flexible.,objecion,0,tibio,1
L00963,CHUCK_05,"Excelente decision, te ayudo a completar tu compra ahora.",compra,1,caliente,2
L00964,CHUCK_08,Te comparo este plan frente a otras alternativas del mercado.,comparacion,1,caliente,2
L00965,CHUCK_08,"Bienvenido, estoy para ayudarte con toda la informacion.",saludo,0,frio,0
L00966,CHUCK_01,"Entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,1,tibio,1
L00967,CHUCK_01,"Es normal tener esa inquietud, revisemos alternativas.",objecion,1,tibio,1
L00968,CHUCK_05,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,caliente,2
L00969,CHUCK_06,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,1,caliente,2
L00970,CHUCK_07,"En relacion calidad-precio, esta opcion destaca por soporte y resultados.",comparacion,1,caliente,2
L00971,CHUCK_06,"Es normal tener esa inquietud, revisemos alternativas.",objecion,0,tibio,1
L00972,CHUCK_04,Te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio,1
L00973,CHUCK_03,Vamos a revisar ese inconveniente para resolverlo rapido.,soporte,0,frio,0
L00974,CHUCK_10,"Claro, te comparto el precio actualizado del plan.",consulta_precio,1,caliente,2
L00975,CHUCK_09,"Excelente decision, te ayudo a completar tu compra ahora.",compra,1,caliente,2
L00976,CHUCK_04,Te escribo para dar seguimiento a tu interes.,seguimiento,0,tibio,1
L00977,CHUCK_06,"Gracias por tu tiempo, quedo atento a cualquier consulta.",despedida,0,frio,0
L00978,CHUCK_02,"Claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio,1
L00979,CHUCK_08,Fue un gusto ayudarte. Estoy disponible cuando lo necesites.,despedida,1,frio,0
L00980,CHUCK_10,"Gracias por tu tiempo, quedo atento a cualquier consulta.",despedida,0,frio,0
L00981,CHUCK_04,"El costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio,1
L00982,CHUCK_01,Te comparo este plan frente a otras alternativas del mercado.,comparacion,0,tibio,1
L00983,CHUCK_04,"Tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,tibio,1
L00984,CHUCK_03,Te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio,1
L00985,CHUCK_06,"Si quieres, te envio una tabla comparativa clara.",comparacion,1,tibio,1
L00986,CHUCK_06,"Excelente decision, te ayudo a completar tu compra ahora.",compra,0,caliente,2
L00987,CHUCK_01,Te explico las caracteristicas principales del producto.,consulta_producto,0,frio,0
L00988,CHUCK_10,"Si quieres, te envio una tabla comparativa clara.",comparacion,0,caliente,2
L00989,CHUCK_06,Podemos agendar una demo de 20 minutos esta semana.,agendar_demo,1,tibio,1
L00990,CHUCK_09,Retomo la conversacion para ayudarte con la decision.,seguimiento,0,tibio,1
L00991,CHUCK_04,"Entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,tibio,1
L00992,CHUCK_06,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,tibio,1
L00993,CHUCK_04,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,caliente,2
L00994,CHUCK_02,Te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio,1
L00995,CHUCK_04,"Tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,caliente,2
L00996,CHUCK_07,"Si te parece, coordinamos una demostracion personalizada.",agendar_demo,0,tibio,1
L00997,CHUCK_08,Te comparo este plan frente a otras alternativas del mercado.,comparacion,1,tibio,1
L00998,CHUCK_06,"El costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,caliente,2
L00999,CHUCK_02,Retomo la conversacion para ayudarte con la decision.,seguimiento,0,frio,0
L01000,CHUCK_10,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,1,caliente,2
L01001,CHUCK_05,"Claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio,1
L01002,CHUCK_08,Te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio,1
L01003,CHUCK_07,"Claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio,1
L01004,CHUCK_02,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,0,caliente,2
L01005,CHUCK_10,"Excelente decision, te ayudo a completar tu compra ahora.",compra,0,caliente,2
L01006,CHUCK_09,Te explico las caracteristicas principales del producto.,consulta_producto,0,tibio,1
L01007,CHUCK_07,"Claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio,1
L01008,CHUCK_05,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,1,tibio,1
L01009,CHUCK_10,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,0,caliente,2
L01010,CHUCK_07,Puedo guiarte para solucionar el problema ahora mismo.,soporte,0,frio,0
L01011,CHUCK_01,"Si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,caliente,2
L01012,CHUCK_06,"En relacion calidad-precio, esta opcion destaca por soporte y resultados.",comparacion,1,caliente,2
L01013,CHUCK_02,"Excelente decision, te ayudo a completar tu compra ahora.",compra,1,caliente,2
L01014,CHUCK_08,"Tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,tibio,1
L01015,CHUCK_01,Te ayudo con soporte tecnico paso a paso.,soporte,0,frio,0
L01016,CHUCK_01,"Si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,caliente,2
L01017,CHUCK_09,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,caliente,2
L01018,CHUCK_07,Te ayudo con soporte tecnico paso a paso.,soporte,0,frio,0
L01019,CHUCK_10,"Entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,tibio,1
L01020,CHUCK_10,Quedo atento para continuar cuando te venga bien.,seguimiento,0,tibio,1
L01021,CHUCK_07,"El costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,caliente,2
L01022,CHUCK_04,Te escribo para dar seguimiento a tu interes.,seguimiento,0,frio,0
L01023,CHUCK_08,"Si te parece, coordinamos una demostracion personalizada.",agendar_demo,0,caliente,2
L01024,CHUCK_03,Te comparo este plan frente a otras alternativas del mercado.,comparacion,1,tibio,1
L01025,CHUCK_03,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,0,caliente,2
L01026,CHUCK_09,"Si quieres, te envio una tabla comparativa clara.",comparacion,1,tibio,1
L01027,CHUCK_09,"Si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,caliente,2
L01028,CHUCK_09,Te comparo este plan frente a otras alternativas del mercado.,comparacion,1,caliente,2
L01029,CHUCK_04,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,1,tibio,1
L01030,CHUCK_08,Quedo atento para continuar cuando te venga bien.,seguimiento,0,frio,0
L01031,CHUCK_01,"Excelente decision, te ayudo a completar tu compra ahora.",compra,1,caliente,2
L01032,CHUCK_03,"Excelente decision, te ayudo a completar tu compra ahora.",compra,1,caliente,2
L01033,CHUCK_01,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,1,caliente,2
L01034,CHUCK_03,Podemos agendar una demo de 20 minutos esta semana.,agendar_demo,0,caliente,2
L01035,CHUCK_05,"Claro, te comparto el precio actualizado del plan.",consulta_precio,1,caliente,2
L01036,CHUCK_04,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,frio,0
L01037,CHUCK_05,"Si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,tibio,1
L01038,CHUCK_08,Fue un gusto ayudarte. Estoy disponible cuando lo necesites.,despedida,0,frio,0
L01039,CHUCK_10,"En relacion calidad-precio, esta opcion destaca por soporte y resultados.",comparacion,0,tibio,1
L01040,CHUCK_07,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,1,caliente,2
L01041,CHUCK_04,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,1,caliente,2
L01042,CHUCK_02,Te ayudo con soporte tecnico paso a paso.,soporte,0,frio,0
L01043,CHUCK_08,"El costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio,1
L01044,CHUCK_06,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,tibio,1
L01045,CHUCK_01,"Tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,tibio,1
L01046,CHUCK_10,"Hola, gracias por contactarnos. Como puedo ayudarte hoy?",saludo,0,frio,0
L01047,CHUCK_06,Fue un gusto ayudarte. Estoy disponible cuando lo necesites.,despedida,0,frio,0
